Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Male,Single,Engineer,Kasungu,20,Corporate,Email,328,13,1264768,158623.14,1,1,47,1
Male,Divorced,Banker,Dedza,16,Corporate,Phone,548,5,8751225,0.0,3,2,32,0
Male,Single,Civil Servant,Balaka,6,SME,Phone,409,13,4625948,132403.56,2,1,48,1
Male,Divorced,Civil Servant,Chikwawa,20,Corporate,Phone,705,12,4070143,0.0,4,4,27,0
Female,Single,Banker,Lilongwe,6,Corporate,Phone,436,7,5584759,134985.66,2,0,43,0
Male,Married,Businessperson,Dowa,4,SME,Phone,610,10,526002,0.0,2,5,36,0
Male,Single,Civil Servant,Ntchisi,17,Corporate,Email,434,11,5879350,103772.45,3,0,37,0
Male,Divorced,Farmer,Mulanje,10,Retail,Phone,602,14,803957,133040.32,1,2,33,0
Female,Single,Banker,Blantyre,9,Corporate,Email,489,20,2360410,0.0,2,2,37,0
Male,Married,Student,Nsanje,11,SME,Email,479,15,5545268,0.0,2,1,39,0
Male,Divorced,Farmer,Machinga,20,Corporate,Phone,473,4,42779,0.0,2,0,42,0
Male,Single,Student,Mulanje,18,SME,Phone,605,12,3891706,71460.67,3,4,38,0
Male,Married,Businessperson,Chitipa,15,Retail,Phone,417,10,2123048,133214.13,4,2,39,0
Female,Single,Banker,Kasungu,16,Retail,Email,699,10,1753900,96558.66,2,0,37,0
Male,Married,Engineer,Chiradzulu,14,SME,Phone,550,18,133130,93806.31,3,3,54,0
Female,Married,Driver,Dedza,18,SME,Phone,580,12,7637607,0.0,4,3,36,0
Female,Divorced,Farmer,Salima,2,Retail,Phone,650,11,9625537,124043.8,2,4,64,1
Male,Single,Farmer,Chitipa,1,SME,Email,307,8,5102204,131694.97,3,5,52,1
Female,Single,Engineer,Salima,18,Corporate,Email,515,6,7195802,0.0,3,3,29,0
Female,Single,Nurse,Ntcheu,10,Corporate,Phone,419,8,5772127,106266.8,3,0,35,0
Male,Married,Banker,Likoma,7,SME,Email,324,17,4648849,0.0,2,4,41,0
Male,Divorced,Student,Mangochi,2,SME,Email,392,4,9618710,0.0,1,2,51,0
Female,Divorced,Teacher,Mulanje,1,SME,Email,481,9,2877386,139840.36,3,5,41,0
Male,Divorced,Driver,Ntchisi,2,Corporate,Email,787,15,4766787,0.0,2,5,34,0
Male,Divorced,Businessperson,Chikwawa,6,Corporate,Phone,724,9,871475,124098.54,1,5,35,0
Male,Divorced,Teacher,Zomba,17,Retail,Email,535,5,8778465,145807.59,1,2,32,0
Male,Divorced,Student,Chikwawa,15,SME,Phone,785,20,7504619,0.0,4,0,23,0
Female,Divorced,Farmer,Nsanje,20,Retail,Phone,777,3,3217362,107508.93,1,3,26,0
Female,Single,Farmer,Karonga,19,Retail,Email,785,13,1299740,0.0,4,3,28,0
Female,Divorced,Civil Servant,Nsanje,2,SME,Email,644,15,6508152,145980.23,3,1,32,0
Female,Single,Businessperson,Thyolo,2,Corporate,Email,609,20,1387319,212778.2,3,0,37,0
Female,Married,Farmer,Balaka,8,Retail,Phone,396,15,4660633,152522.47,2,4,47,1
Female,Single,Teacher,Thyolo,13,Retail,Email,614,9,853835,168964.77,1,0,33,0
Female,Married,Nurse,Lilongwe,9,SME,Phone,326,3,8700538,0.0,4,5,34,0
Female,Divorced,Engineer,Machinga,4,Corporate,Phone,719,20,6440409,0.0,1,2,28,0
Female,Divorced,Teacher,Phalombe,12,Corporate,Phone,632,10,7200143,98266.3,4,0,36,0
Male,Divorced,Civil Servant,Nkhotakota,14,Corporate,Phone,554,12,9651216,113000.92,4,5,38,0
Male,Divorced,Civil Servant,Phalombe,15,SME,Email,534,13,8918785,137060.88,2,5,23,0
Male,Divorced,Farmer,Mulanje,1,Corporate,Email,436,1,3201,112146.12,3,2,37,0
Female,Married,Nurse,Mzimba,4,Corporate,Email,701,16,4749326,129307.32,1,4,33,0
Male,Divorced,Farmer,Likoma,19,Retail,Email,710,4,2766167,163975.09,4,4,69,0
Male,Divorced,Civil Servant,Nkhotakota,14,SME,Email,314,5,7680617,0.0,1,1,43,0
Female,Single,Teacher,Lilongwe,3,Corporate,Phone,316,17,6727162,158414.85,2,0,42,0
Female,Married,Civil Servant,Neno,9,SME,Email,790,14,7019456,92072.68,2,1,48,0
Female,Single,Engineer,Kasungu,8,SME,Email,683,9,7338485,88243.29,2,4,30,0
Male,Single,Businessperson,Kasungu,13,Corporate,Phone,728,12,2763218,0.0,4,3,25,0
Male,Divorced,Teacher,Neno,14,Corporate,Phone,468,8,8290290,59486.31,3,5,48,1
Female,Divorced,Driver,Nkhotakota,6,Retail,Phone,715,2,3814316,0.0,2,5,54,0
Female,Married,Farmer,Mchinji,20,Corporate,Phone,782,18,3530185,0.0,4,1,52,0
Male,Divorced,Student,Kasungu,17,SME,Email,306,20,4125821,0.0,3,1,34,0
Female,Married,Banker,Kasungu,11,Retail,Phone,551,13,4808342,119278.01,2,2,38,0
Male,Married,Nurse,Nkhata Bay,11,Retail,Email,803,20,5482228,158741.43,2,0,34,0
Female,Single,Businessperson,Chitipa,6,SME,Phone,661,8,4666137,140596.95,1,1,40,1
Female,Divorced,Businessperson,Nkhata Bay,20,Corporate,Email,539,1,3081228,0.0,4,2,29,0
Male,Single,Banker,Thyolo,20,SME,Email,745,2,5101975,90432.92,2,5,37,1
Female,Married,Student,Chiradzulu,11,Corporate,Phone,330,7,825898,104783.81,1,0,35,0
Male,Married,Civil Servant,Neno,11,Corporate,Email,699,7,1077798,77992.97,4,3,42,0
Female,Divorced,Banker,Mzimba,14,SME,Phone,498,12,4275029,110822.9,1,4,43,0
Male,Married,Teacher,Neno,4,Corporate,Email,686,3,6109632,119624.6,4,5,42,0
Male,Divorced,Businessperson,Dedza,12,Corporate,Email,403,13,5786289,109052.59,4,5,31,1
Female,Divorced,Driver,Dedza,15,Corporate,Email,601,2,154035,139129.44,2,3,40,0
Female,Single,Businessperson,Chikwawa,11,Corporate,Phone,658,3,4313025,152324.66,4,5,42,0
Male,Divorced,Civil Servant,Chikwawa,13,Retail,Phone,847,2,971939,0.0,3,5,38,0
Female,Divorced,Civil Servant,Dowa,2,Retail,Phone,823,19,950998,127480.58,4,3,37,0
Male,Divorced,Banker,Ntcheu,9,SME,Email,310,15,2035846,115029.4,4,4,53,1
Male,Married,Farmer,Karonga,1,Corporate,Email,427,20,2261125,114005.78,4,3,40,0
Female,Married,Banker,Salima,13,Corporate,Phone,667,7,4788768,116646.76,2,0,42,1
Female,Divorced,Driver,Mzimba,8,Retail,Phone,597,11,2403568,110864.38,4,2,49,1
Male,Married,Businessperson,Lilongwe,1,Retail,Phone,610,4,5771683,156267.59,4,0,23,0
Female,Single,Nurse,Neno,17,Corporate,Email,529,4,20706,109528.28,1,5,44,1
Female,Single,Student,Mzimba,6,Corporate,Email,677,13,1875762,102482.76,4,1,35,0
Male,Divorced,Businessperson,Chitipa,10,Corporate,Phone,735,1,4918247,115563.71,1,5,23,0
Male,Married,Nurse,Rumphi,4,Corporate,Email,358,10,2353413,0.0,4,0,23,0
Female,Single,Farmer,Nkhotakota,13,Retail,Phone,506,18,6776438,95624.36,1,2,40,0
Female,Single,Businessperson,Salima,4,Corporate,Email,842,10,6295419,0.0,4,5,21,0
Male,Married,Driver,Zomba,11,SME,Phone,603,5,7011843,160376.61,1,1,28,0
Male,Married,Banker,Mwanza,16,Retail,Phone,726,2,4889693,37702.79,2,2,41,0
Female,Married,Civil Servant,Mulanje,19,Corporate,Email,498,1,7764889,118273.83,4,2,35,0
Female,Divorced,Civil Servant,Mulanje,6,Corporate,Email,672,1,647711,131082.17,3,5,34,0
Male,Married,Teacher,Nkhotakota,19,SME,Email,686,12,9383967,94456.0,3,2,38,0
Female,Single,Farmer,Mwanza,10,SME,Email,837,18,970519,0.0,3,1,43,1
Female,Married,Businessperson,Blantyre,4,SME,Email,767,11,9890788,0.0,4,4,42,0
Male,Single,Businessperson,Chikwawa,12,Corporate,Email,812,17,6827698,93791.38,4,5,33,0
Female,Divorced,Farmer,Nsanje,20,Retail,Phone,330,19,4622639,0.0,2,4,33,0
Female,Divorced,Businessperson,Phalombe,5,SME,Email,811,15,5491070,0.0,4,2,37,0
Male,Married,Engineer,Zomba,6,Corporate,Phone,540,15,2081790,155973.13,1,2,61,0
Male,Married,Teacher,Nkhata Bay,15,SME,Phone,576,15,6307364,89409.95,1,2,36,0
Female,Married,Civil Servant,Mulanje,18,SME,Email,578,16,3061483,97854.37,2,1,39,0
Male,Married,Nurse,Ntchisi,5,Corporate,Email,378,10,2982808,0.0,4,4,39,0
Male,Divorced,Driver,Chitipa,20,Retail,Phone,743,20,4160302,60280.62,2,3,29,0
Male,Single,Businessperson,Thyolo,1,SME,Email,800,15,8390574,135216.8,3,5,36,0
Female,Married,Civil Servant,Karonga,16,SME,Email,589,2,8866598,124923.35,2,1,28,0
Male,Single,Driver,Mchinji,3,SME,Phone,621,17,4013170,0.0,2,0,38,0
Male,Married,Engineer,Kasungu,5,SME,Email,436,1,7859927,188614.07,1,4,27,0
Male,Divorced,Nurse,Mwanza,5,Corporate,Phone,482,8,8665762,62321.62,4,2,32,0
Female,Married,Engineer,Ntchisi,16,SME,Email,453,12,2715271,120782.7,4,1,48,1
Female,Divorced,Banker,Balaka,2,Retail,Phone,741,8,5360966,115961.58,3,5,42,0
Male,Married,Engineer,Neno,17,Retail,Phone,359,12,4583367,115062.61,4,4,28,0
Female,Married,Driver,Mzimba,20,Retail,Phone,411,15,2993370,160602.25,4,4,49,0
Female,Single,Student,Ntchisi,11,Corporate,Email,753,12,6077511,108825.34,1,0,42,1
Female,Single,Banker,Mzimba,2,Corporate,Phone,440,4,2631612,166287.85,3,5,36,0
Female,Single,Farmer,Dedza,5,Retail,Email,682,2,9627744,152663.77,2,1,31,0
Female,Divorced,Businessperson,Balaka,1,SME,Email,660,3,7318948,80844.69,4,1,31,0
Female,Divorced,Engineer,Thyolo,17,SME,Email,731,1,5180799,97001.36,4,1,40,0
Male,Divorced,Student,Mchinji,19,SME,Email,496,17,7018208,0.0,2,0,64,0
Female,Divorced,Driver,Karonga,10,Corporate,Email,689,13,2556500,122524.61,4,2,39,0
Female,Married,Banker,Dedza,1,Corporate,Phone,555,18,6410665,132292.63,1,0,35,0
Female,Married,Student,Salima,7,SME,Email,783,17,7929504,0.0,1,4,24,0
Female,Married,Nurse,Mzimba,18,Corporate,Phone,312,19,7084740,91502.99,2,5,49,1
Male,Single,Banker,Mulanje,18,Retail,Email,683,11,2494370,0.0,3,3,52,1
Male,Divorced,Farmer,Nsanje,5,Retail,Phone,505,18,2255846,59385.98,2,4,29,0
Male,Married,Engineer,Dowa,7,Retail,Phone,307,15,1536067,0.0,1,0,77,0
Female,Single,Engineer,Mangochi,20,Retail,Phone,372,6,8580503,97956.5,3,0,21,0
Female,Single,Businessperson,Balaka,12,Retail,Email,569,15,1189793,0.0,4,2,49,0
Female,Married,Student,Zomba,13,SME,Email,442,8,8617441,0.0,4,2,40,0
Male,Divorced,Student,Lilongwe,14,Corporate,Email,340,3,5904981,141223.68,4,1,27,0
Male,Married,Farmer,Ntchisi,13,Retail,Email,671,8,1434335,151762.74,4,0,18,0
Male,Divorced,Engineer,Mchinji,17,SME,Phone,733,18,1798722,141749.74,2,1,43,0
Male,Married,Teacher,Zomba,6,SME,Email,654,2,7248788,75075.14,3,3,38,1
Female,Single,Driver,Salima,20,SME,Phone,360,6,7609687,165686.11,2,4,25,0
Male,Married,Engineer,Dowa,19,Retail,Email,558,10,3817314,0.0,2,3,38,0
Female,Divorced,Businessperson,Mangochi,9,SME,Phone,718,11,1066593,0.0,1,3,25,0
Male,Divorced,Civil Servant,Zomba,20,Retail,Email,380,10,3925007,0.0,3,4,44,0
Female,Married,Student,Mangochi,10,Retail,Phone,549,10,5685735,0.0,3,5,28,1
Male,Single,Farmer,Ntchisi,13,Retail,Phone,431,3,7288621,92961.61,1,1,32,0
Female,Divorced,Nurse,Mangochi,13,Retail,Email,778,10,6451695,0.0,4,1,30,0
Male,Single,Engineer,Mangochi,5,Corporate,Email,390,5,4692394,130812.91,2,4,46,1
Male,Divorced,Nurse,Chiradzulu,18,Retail,Phone,412,11,6957341,107174.58,1,5,57,1
Male,Married,Nurse,Mwanza,2,Corporate,Email,481,4,291778,152677.48,4,3,54,1
Male,Married,Nurse,Thyolo,16,Retail,Phone,790,10,803079,132005.77,2,1,30,0
Male,Single,Civil Servant,Phalombe,3,Corporate,Email,821,15,7594862,0.0,4,0,35,0
Female,Married,Teacher,Salima,20,Corporate,Email,301,1,7272764,0.0,2,3,23,0
Female,Divorced,Businessperson,Zomba,20,Corporate,Phone,720,8,5662410,127305.5,2,3,33,0
Female,Married,Nurse,Phalombe,1,Retail,Email,576,13,5575416,0.0,4,0,37,0
Female,Married,Farmer,Phalombe,16,Retail,Email,573,6,4081615,0.0,2,1,31,0
Male,Married,Driver,Chikwawa,1,Corporate,Email,833,19,7651575,0.0,4,4,39,0
Male,Divorced,Banker,Karonga,15,Corporate,Email,736,2,5988146,170291.22,1,1,32,0
Male,Married,Student,Karonga,1,SME,Email,632,13,2305329,102562.23,2,4,47,0
Male,Single,Civil Servant,Dedza,4,Retail,Email,314,13,1873044,111061.01,3,4,53,0
Male,Single,Businessperson,Kasungu,19,Corporate,Email,318,10,2011740,0.0,3,5,62,0
Female,Married,Banker,Chitipa,18,Corporate,Phone,783,12,1612522,124379.14,2,5,34,0
Female,Divorced,Student,Mulanje,19,Retail,Phone,557,11,7202032,0.0,4,0,37,0
Female,Single,Teacher,Balaka,13,Retail,Phone,600,19,4064669,57745.76,2,4,41,0
Female,Married,Engineer,Lilongwe,10,SME,Phone,758,2,4759385,129293.74,3,2,50,1
Female,Married,Engineer,Thyolo,10,Retail,Phone,718,9,1687119,0.0,3,1,45,0
Female,Single,Driver,Dowa,12,Corporate,Phone,472,16,2772469,150777.1,3,4,40,0
Male,Single,Civil Servant,Chitipa,17,Retail,Email,554,1,4530051,0.0,3,0,41,0
Male,Single,Engineer,Salima,17,SME,Email,680,18,3439142,0.0,2,5,34,0
Male,Single,Businessperson,Ntcheu,13,Corporate,Phone,782,10,5750953,108632.48,2,4,31,1
Male,Divorced,Nurse,Dowa,12,SME,Email,722,13,4638867,153861.1,3,3,59,0
Male,Single,Teacher,Mangochi,4,Retail,Phone,484,4,3486286,100374.58,2,1,56,1
Male,Single,Teacher,Phalombe,20,SME,Email,411,8,3382507,0.0,3,3,32,0
Female,Divorced,Businessperson,Dedza,12,Corporate,Phone,413,2,8126301,61196.54,4,5,47,0
Male,Divorced,Businessperson,Dedza,6,Retail,Phone,600,12,7219896,116891.72,3,0,31,0
Female,Married,Farmer,Dedza,18,SME,Phone,303,2,1027612,133656.91,3,5,54,1
Male,Married,Nurse,Karonga,6,Retail,Phone,541,13,3325714,92911.52,4,1,44,0
Female,Married,Engineer,Blantyre,10,Retail,Email,670,6,2262421,119825.75,4,5,31,0
Female,Single,Banker,Kasungu,9,SME,Phone,359,18,3586594,111852.84,4,5,37,0
Male,Single,Nurse,Thyolo,17,Corporate,Email,589,3,9608446,106683.52,3,1,32,0
Male,Single,Civil Servant,Dowa,10,Corporate,Phone,442,15,4136743,139022.24,3,0,40,0
Female,Single,Civil Servant,Nkhotakota,4,Retail,Email,501,8,9009190,148571.07,2,1,40,1
Male,Divorced,Student,Chitipa,16,Corporate,Email,513,12,6497311,0.0,2,2,52,0
Male,Married,Teacher,Salima,6,SME,Email,831,17,8269709,129776.72,1,4,42,0
Female,Divorced,Civil Servant,Chiradzulu,18,Corporate,Phone,754,16,7185545,0.0,4,4,46,1
Female,Single,Engineer,Ntchisi,13,Retail,Email,355,2,7123620,0.0,3,4,46,0
Male,Single,Teacher,Salima,6,SME,Phone,435,13,7782572,0.0,2,4,24,0
Female,Divorced,Businessperson,Mzimba,1,SME,Email,803,10,1991189,0.0,3,0,37,0
Male,Single,Student,Mangochi,5,Retail,Phone,699,14,7661594,114739.92,3,5,24,1
Male,Single,Nurse,Thyolo,18,Retail,Phone,449,16,5700292,122545.65,2,2,41,0
Female,Married,Farmer,Likoma,2,Retail,Phone,814,5,2576549,0.0,4,0,37,0
Female,Married,Civil Servant,Nkhotakota,3,Corporate,Email,444,17,3635619,131908.35,3,3,26,0
Female,Single,Banker,Machinga,8,Corporate,Email,475,12,9071128,105722.69,3,2,42,1
Male,Divorced,Banker,Mulanje,15,SME,Email,836,16,4626740,0.0,4,2,33,0
Female,Single,Businessperson,Blantyre,7,Corporate,Email,410,20,3732663,0.0,2,1,44,1
Female,Single,Farmer,Phalombe,9,Retail,Phone,382,18,4955292,0.0,1,4,40,0
Female,Single,Businessperson,Chikwawa,18,Corporate,Phone,674,8,9058754,82767.42,1,2,18,0
Female,Single,Farmer,Chikwawa,2,SME,Phone,707,16,7867112,87842.98,4,4,42,0
Male,Married,Student,Ntchisi,6,Retail,Email,403,19,3339848,133261.13,2,1,39,0
Female,Single,Driver,Neno,10,Retail,Email,762,13,49263,0.0,4,2,32,0
Male,Single,Nurse,Mwanza,20,Corporate,Email,491,10,4595377,97925.11,3,4,41,0
Male,Single,Civil Servant,Nkhata Bay,14,Corporate,Email,712,9,5983105,0.0,1,0,52,0
Female,Divorced,Engineer,Nsanje,1,Corporate,Phone,769,11,6199479,140453.91,2,2,24,0
Female,Married,Teacher,Chikwawa,10,Corporate,Email,599,18,176365,117356.19,3,1,20,1
Male,Single,Banker,Chitipa,3,SME,Phone,749,18,3255387,0.0,4,4,36,0
Male,Married,Driver,Nsanje,14,Retail,Phone,763,20,7390706,137204.77,4,0,37,0
Female,Married,Nurse,Dedza,15,Corporate,Phone,369,1,2918413,0.0,1,0,41,0
Male,Divorced,Driver,Mchinji,2,Corporate,Phone,830,10,7972159,0.0,1,0,35,1
Male,Married,Nurse,Salima,9,Corporate,Phone,753,15,4449942,54098.18,4,2,36,0
Male,Divorced,Banker,Mangochi,4,Retail,Phone,305,10,7949699,0.0,2,4,31,0
Male,Divorced,Driver,Mwanza,18,Corporate,Email,305,9,9078540,113758.48,4,2,23,0
Female,Divorced,Civil Servant,Mzimba,7,SME,Phone,600,17,5823946,0.0,4,1,34,0
Male,Single,Engineer,Kasungu,8,SME,Email,541,19,8581874,118636.92,2,2,37,0
Male,Single,Teacher,Thyolo,14,Retail,Email,788,6,8819933,0.0,4,5,34,0
Male,Single,Farmer,Karonga,10,Retail,Phone,454,9,659115,95488.82,3,1,44,0
Male,Divorced,Driver,Nkhata Bay,1,SME,Email,429,20,3822947,110829.52,4,2,30,0
Male,Single,Driver,Zomba,16,SME,Phone,484,18,2881220,144244.59,1,0,51,0
Female,Married,Nurse,Mchinji,18,Retail,Phone,797,6,7435407,122021.92,1,0,31,0
Female,Single,Driver,Machinga,10,Retail,Phone,659,1,9318823,0.0,1,3,30,0
Male,Single,Farmer,Likoma,18,Corporate,Phone,587,13,74880,0.0,1,3,50,1
Male,Single,Civil Servant,Chikwawa,4,SME,Phone,388,11,1959060,0.0,4,1,22,0
Male,Divorced,Teacher,Dowa,1,Corporate,Phone,644,4,4394621,85839.62,2,2,42,0
Female,Single,Nurse,Rumphi,18,SME,Email,357,19,922127,96974.97,4,1,29,0
Male,Married,Businessperson,Chikwawa,2,SME,Phone,713,11,6426921,148172.44,2,0,35,0
Male,Single,Farmer,Kasungu,12,Retail,Email,785,2,959316,0.0,2,0,38,0
Female,Single,Banker,Dowa,7,Corporate,Phone,355,6,2088982,0.0,2,2,40,0
Female,Married,Banker,Ntchisi,14,Retail,Phone,602,2,634556,0.0,2,1,49,0
Male,Married,Banker,Dowa,10,SME,Email,729,17,9324203,0.0,3,0,30,0
Male,Married,Engineer,Neno,19,SME,Phone,341,16,1619671,134766.85,3,0,28,0
Male,Married,Driver,Neno,13,Corporate,Email,587,10,6914789,123210.56,4,4,30,0
Male,Married,Nurse,Dedza,16,Retail,Phone,492,20,2479386,139887.01,2,0,47,0
Male,Divorced,Banker,Mchinji,20,Retail,Email,558,9,2077511,149961.11,1,0,44,0
Male,Single,Civil Servant,Kasungu,8,Retail,Email,313,20,7864395,152880.97,3,4,45,0
Male,Married,Engineer,Nsanje,6,Retail,Email,620,16,3145208,108589.47,4,0,43,0
Male,Married,Businessperson,Ntchisi,11,SME,Phone,722,4,7783070,0.0,1,5,33,0
Female,Single,Student,Blantyre,8,SME,Phone,553,3,5230440,56674.48,4,1,35,1
Male,Divorced,Farmer,Nkhotakota,3,SME,Email,320,16,9303970,0.0,1,2,32,0
Female,Single,Banker,Mangochi,20,Corporate,Phone,730,15,8915913,0.0,4,3,57,0
Female,Married,Civil Servant,Mzimba,14,Retail,Phone,450,5,2406405,105663.56,4,3,33,0
Female,Married,Driver,Likoma,5,Corporate,Email,708,4,563843,0.0,3,3,39,0
Female,Married,Civil Servant,Nkhotakota,6,Retail,Email,622,12,4433450,100683.54,2,4,30,0
Male,Divorced,Student,Mulanje,6,Corporate,Phone,554,16,6919154,0.0,3,5,42,0
Male,Single,Engineer,Salima,13,Retail,Email,354,17,7160288,139541.58,2,0,29,0
Female,Married,Farmer,Zomba,10,Retail,Phone,689,3,3699954,121801.72,4,2,37,0
Male,Divorced,Civil Servant,Mulanje,17,Corporate,Email,461,6,103977,112281.7,3,3,38,0
Female,Single,Student,Karonga,2,SME,Email,392,4,6634017,0.0,1,0,36,0
Female,Married,Driver,Nkhata Bay,1,SME,Phone,758,7,8511263,93499.82,1,2,40,0
Male,Married,Driver,Ntcheu,20,Corporate,Email,804,2,4262691,132255.99,1,4,33,0
Male,Married,Civil Servant,Nkhotakota,14,Corporate,Email,470,17,1485684,0.0,3,2,20,0
Female,Single,Nurse,Rumphi,16,SME,Email,333,8,2177094,0.0,4,1,44,0
Male,Married,Businessperson,Rumphi,16,SME,Phone,774,17,9214456,121973.28,3,1,49,0
Male,Divorced,Businessperson,Ntchisi,4,Corporate,Email,335,13,8190554,99462.8,1,5,32,0
Female,Single,Teacher,Kasungu,18,Retail,Phone,354,16,7783988,165878.76,2,0,21,0
Male,Single,Farmer,Thyolo,17,Corporate,Phone,739,14,6828849,117494.27,3,1,30,0
Female,Divorced,Businessperson,Nsanje,1,Corporate,Email,845,2,7147400,138577.34,4,4,29,0
Male,Divorced,Teacher,Lilongwe,10,Retail,Email,738,6,4210343,0.0,2,4,39,0
Male,Single,Farmer,Salima,16,Retail,Phone,474,10,1963224,107525.07,4,3,41,0
Male,Single,Teacher,Nkhotakota,9,Corporate,Email,352,18,2823092,139224.92,4,3,23,0
Female,Married,Nurse,Dowa,20,SME,Email,729,13,9024718,121453.63,4,5,42,0
Female,Divorced,Student,Thyolo,4,SME,Phone,438,2,9580107,0.0,4,3,25,0
Female,Married,Driver,Chikwawa,7,SME,Email,368,10,3894961,77354.37,3,4,54,1
Male,Divorced,Driver,Mwanza,19,Retail,Phone,453,13,4439635,0.0,3,3,40,0
Female,Single,Teacher,Blantyre,3,Retail,Email,411,7,6100971,79259.99,2,0,39,0
Male,Divorced,Businessperson,Nkhata Bay,17,SME,Email,462,6,8174827,116295.29,4,2,30,0
Female,Divorced,Banker,Mzimba,5,SME,Email,440,15,7172523,0.0,1,0,59,1
Male,Married,Farmer,Blantyre,2,Corporate,Phone,500,3,8393034,74309.81,1,5,34,0
Male,Married,Student,Balaka,7,Corporate,Phone,655,20,829997,152797.9,1,5,34,1
Male,Single,Businessperson,Dowa,7,Retail,Email,631,12,1212672,133701.07,1,5,42,1
Female,Married,Teacher,Kasungu,15,Retail,Phone,512,3,6991764,114430.18,2,2,33,0
Male,Divorced,Student,Nkhotakota,12,Corporate,Email,818,9,9584286,127504.57,3,2,29,0
Female,Divorced,Student,Zomba,11,Retail,Phone,635,17,5272811,84113.41,1,3,41,0
Female,Single,Banker,Nkhata Bay,2,Retail,Email,407,18,4609288,101126.66,4,5,23,0
Male,Married,Student,Nsanje,14,SME,Email,370,9,5110347,103564.83,3,0,33,0
Female,Single,Civil Servant,Mchinji,14,Corporate,Phone,720,9,6181192,0.0,1,0,52,1
Male,Married,Civil Servant,Blantyre,19,Retail,Email,323,2,8110221,168178.21,1,1,37,0
Female,Married,Student,Mzimba,15,SME,Phone,727,6,84660,143903.11,1,1,39,1
Female,Divorced,Driver,Mulanje,6,Corporate,Phone,516,8,1001326,129753.69,3,5,30,0
Male,Divorced,Driver,Chikwawa,11,SME,Email,677,14,6602191,0.0,2,1,35,0
Male,Single,Farmer,Dowa,3,Corporate,Email,482,16,8473119,110641.18,1,3,38,1
Female,Married,Teacher,Zomba,16,Retail,Email,846,14,719162,166909.2,4,2,36,1
Female,Single,Teacher,Salima,8,Retail,Phone,316,6,6322296,154139.45,1,2,34,0
Male,Married,Civil Servant,Mulanje,19,Retail,Email,554,6,2131163,97459.06,4,4,38,0
Male,Single,Driver,Blantyre,13,Corporate,Email,619,20,9487919,0.0,2,5,40,0
Male,Divorced,Engineer,Kasungu,12,Corporate,Phone,789,4,3284362,112088.04,1,2,43,0
Female,Married,Farmer,Dedza,5,Retail,Email,369,16,3030156,0.0,2,5,34,0
Female,Divorced,Banker,Karonga,9,Corporate,Email,690,1,4041962,0.0,2,1,48,0
Male,Married,Student,Kasungu,5,SME,Email,812,8,2335056,141038.57,4,2,28,0
Male,Single,Engineer,Mangochi,8,SME,Phone,573,10,1418215,84468.67,4,0,39,0
Female,Divorced,Banker,Mwanza,7,Retail,Phone,654,20,174554,118520.26,3,4,36,1
Male,Married,Driver,Rumphi,5,Corporate,Phone,670,4,9662701,142663.46,3,1,37,0
Male,Single,Nurse,Mulanje,17,Corporate,Email,471,5,5687356,118627.16,1,4,27,0
Male,Divorced,Engineer,Phalombe,11,SME,Phone,785,14,7179905,137523.02,2,4,34,0
Male,Single,Teacher,Machinga,19,Corporate,Email,769,11,7544951,110976.23,3,4,28,0
Female,Single,Businessperson,Chiradzulu,17,Retail,Phone,408,13,4269895,107283.4,3,1,38,0
Male,Divorced,Businessperson,Mzimba,12,SME,Phone,350,17,1885195,0.0,4,3,38,0
Male,Divorced,Farmer,Mzimba,15,Corporate,Phone,812,14,9558676,124314.45,2,5,34,0
Female,Single,Teacher,Salima,5,Retail,Phone,490,2,4822219,95858.37,1,4,41,0
Male,Married,Engineer,Salima,14,SME,Phone,382,13,5324982,0.0,2,0,36,0
Male,Single,Businessperson,Salima,2,Retail,Email,817,10,6850815,0.0,1,3,33,0
Female,Single,Student,Mzimba,6,Retail,Phone,438,10,4061633,0.0,4,0,36,0
Female,Married,Businessperson,Zomba,19,Corporate,Email,536,6,1898030,117707.18,3,0,35,1
Male,Single,Engineer,Thyolo,10,SME,Phone,840,17,7797264,135289.33,3,4,38,0
